knm_05927_01699170109	ಬಾಗಿಲಿಗೆ ಬಂದ ಜ್ಯೋತಿಯನ್ನು ಸ್ವಾಗತಿಸಿ
knm_06681_00489491362	ಮಾನವನ ಚಯಾಪಚಯ ಕ್ರಿಯೆಯ ಉಪೋತ್ಪನ್ನಗಳು
knm_05066_00563972939	ಇದೊಂದು ಚುಟುಕು ಚಲನಚಿತ್ರ ಕುರಿತ ಬರಹ.
knm_05066_01506145926	ಯಾವ ಕ್ಷೇತ್ರದಲ್ಲಿ ವಿಶೇಷತೆ ಮತ್ತು ನೈಪುಣ್ಯತೆ ಹೊಂದಿರುತ್ತದೆಯೋ ಆ ಕ್ಷೇತ್ರಕ್ಕೆ ಆದ್ಯತೆ ನೀಡಿ
knm_08025_01243498187	ಅಂತಹ ಪೀಳಿಗೆಯಲ್ಲಿ ಹಲವು ವೈಯಕ್ತಿಕ ಜನರು
knm_04992_01382522243	ಈ ದೇವತೆಗಳಲ್ಲಿ ಇಂದ್ರ ಮತ್ತು ವಾಯುವಿಗೆ ಮುಖ್ಯವಾದ ಸ್ಥಾನವಿದೆ.
knm_02894_02094768835	1992 ರ ಜೂನ್ ನಲ್ಲಿ ಅಮೇರಿಕದಲ್ಲಿ ನೆಡೆಯಿತು
knm_03197_00402907446	ಸಾಮಾನ್ಯವಾಗಿ ಒಡಿಐ ಸರಣಿಗಳನ್ನು 2 ತಂಡಗಳ ನಡುವೆ ಅಥವಾ ತ್ರಿಕೋನ, ಸರಣಿಗಳಾಗಿ ಆಡಲಾಗುತ್ತದೆ.
knm_09140_01223383528	ಇದೇ ಹೆಸರಿನ ಚಲನಚಿತ್ರಕ್ಕಾಗಿ ಅಂತ ನೋಡಿಅಂತ
knm_00271_01965065013	ನೇರವಾಗಿ ಮುಂದುವರಿ
knm_09140_00329230879	ಸುಶ್ರುತನ ಪ್ರಕಾರ 210 ಕೀಲುಗಳು.
knm_02533_00980201450	ಜಿ ಪಿ ಎಸ್ ಸಿಗ್ನಲ್ ಕಳೆದುಹೋಗಿದೆ
knm_02533_00997043850	ರಾಂಪ್‌ನಲ್ಲಿ ಸ್ವಲ್ಪ ಬಲ
knm_02894_00602344411	ಬಜೆಟ್ ನ ಕೊರತೆಯ ನಿರ್ಬಂಧದಿಂದಾಗಿ ಈ ಯೋಜನೆಗಳು ಸ್ತಗಿತಗೊಂಡಿದೆ
knm_00574_01003025426	ಡೇಟಾ ಸಂಪರ್ಕ ಕಳೆದುಹೋಗಿದೆ
knm_01114_02027302172	ಲೋಕ ಇವನಿಂದಲೇ ಬದುಕಿದೆ
knm_05066_00726964722	ತ್ರಿಕರಣಶುದ್ಧಿಯಿಂದ ಅಂದರೆ ದೇಹ, ಮಾತು ಮನಸ್ಸು ಇವುಗಳ ನೈರ್ಮಲ್ಯದಿಂದ ಮಾಡಿದ ಪೂಜೆ
knm_00378_02114100700	ಈ ಅಂತರಾಷ್ಟ್ರೀಯದ ಅಂಗಸಂಸ್ಥೆಗಳೆಲ್ಲವೂ ರಷ್ಯದ ಸಮಾಜವಾದಿ ಪಕ್ಷದ ರೀತಿಯಲ್ಲಿ ರಚಿತವಾದುವುಗಳಲ್ಲ
knm_00811_00263916058	ಕೆಲವೊಂದು ವಸ್ತುಗಳನ್ನು ಉತ್ಪಾದಿಸಲು ಅಧಿಕ ವೆಚ್ಚ ತಗಲುತ್ತದೆ
knm_00574_02042173343	ಪರ್ಜನ್ಯನಿಗೆ ಅನೇಕ ದೂತರಿದ್ದಾರೆ
knm_07918_00553856794	ಕೌಶಲ್ಯವನ್ನು ವೃತ್ತಿಪರರು ಸಮ್ಮಿಶ್ರಗೊಳಿಸುವಿಕೆ ಎಂದು ಉಲ್ಲೇಖಿಸುತ್ತಾರೆ.
knm_02894_01527412703	ಖಂಡದ ಎರಡು ಭಾಗಗಳ ಪೈಕಿ ಪೂರ್ವ ಭಾಗ ವಿಸ್ತೀರ್ಣದಲ್ಲಿ ದೊಡ್ಡದು.
knm_02910_01176529258	ವಿಭವ ಕ್ಷೇತ್ರದ ಸದಿಶ ಮಟ್ಟದ ಅಭಾವದ ಮೂಲಕ ಬಲ ಕ್ಷೇತ್ರವನ್ನು ಪುನಃ ಪಡೆಯಬಹುದು.
knm_00378_00502514277	ಇದು ಬಳಕೆದಾರರಿಗೆ ಒದಗಿಸಲಾದ ಸೇವೆಗಳನ್ನು ಉತ್ತಮಪಡಿಸಲೂ ಸಹ ಸಹಾಯಮಾಡುತ್ತದೆ
knm_06230_01560271616	ಈ ಕೆಸರಿನ ಮಣ್ಣನ್ನು ಹೊರ ತೆಗೆಯುವ ಕೆಲಸ ಮುಂದುವರಿದಂತೆಲ್ಲ ಅಂತರ್ಜಲಸಂಪುಟ ಕೆಳಗಿಳಿಯುತ್ತದೆ.
knm_04705_01800367582	ಜಗತ್ಕಾರಣವಾದ ಪರತತ್ತ್ವವೇ ಹೀಗೆ ಬೇರೆ ಬೇರೆ ರೂಪಗಳಲ್ಲಿ ನಮ್ಮನ್ನು ಕೈಹಿಡಿದು ನಡೆಸುತ್ತದೆ ಎಂದು ವರ್ಣಿಸಿದ್ದಾರೆ.
knm_03197_00054646077	ಬಾನಗಾಡಿಗಳಾದ ಡಿಸ್ಕವರಿ
knm_07524_02037794440	ಅಂದರೆ ಒಂದು ವಿಷಯ ಅಥವಾ ವಸ್ತುವನ್ನು ಅರ್ಥಮಾಡಿಕೊಳ್ಳುವ ಪ್ರಯತ್ನ
knm_05066_00402242107	ಅದೇ ರೀತಿಯಲ್ಲಿ ಒಂಬತ್ತನ್ನು ಬರೆಯಲು ಮೂರು ಗೆರೆಗಳನ್ನು ಮೂರು ಸಾಲುಗಳಲ್ಲಿ ಒಂದರ ಕೆಳಗೆ ಒಂದರಂತೆ ಬರೆಯುತ್ತಿದ್ದರು.
knm_04526_00286560139	ಪಾಲಿ ಎಸ್ಟರ್ ರಾಳಗಳಿಂದ ಗಾಜಿನ ಎಳೆಗಳನ್ನು ಅಂಟಿಸಿ ಶಕ್ತಿಯುತ ಕಂಬಿಗಳನ್ನು
knm_00574_01701220985	ಜಾರವ
knm_07524_01838414811	ಸಿಡುಬು
knm_04526_00566162031	ಈ ತ್ಯಾಜ್ಯ ಮತ್ತು ನೈರ್ಮಲ್ಯ ವಿಭಾಗಗಳು ಗಾಳಿಯನ್ನು ಹೀರಿಕೊಳ್ಳುವ ವ್ಯವಸ್ಥೆಯನ್ನು ಬಳಸುತ್ತವೆ
knm_00271_01767782457	ಕಪ್ಪೆಯ ಮೊಟ್ಟೆಯ ರಚನೆ ಬಹಳ ಸರಳ
knm_05066_01210646071	ತುನೇಶಿಯಾ ಮತ್ತು ಲಿಬಿಯಾ ನಡುವೆ ಗಡಿ ಗುರುತಿಸುವಿಕೆ ಕುರಿತು ವಿವಾದ ಉಂಟಾಗಿತ್ತು
knm_05927_01034859468	ಅಧಿಕ ಕಾಲದ ವರೆಗೆ ಪ್ರತಿರಕ್ಷ ವ್ಯವಸ್ಥೆ ದುರ್ಬಲವಾಗಿದ್ದಲ್ಲಿ ರೋಗ ಬರುವುದು
knm_00378_01760611695	ಭಾರತೀಯ ಬಾಂಧವರನ್ನು ಮತ್ತು ಪೋರ್ಚುಗೀಸರ ವಶದಲ್ಲಿದ್ದ ಇನ್ನುಳಿದ ವಸಾಹತುಗಳನ್ನು ಭಾರತ ಹೇಗೆ ಮುಕ್ತಗೊಳಿಸಿತೆಂಬುದು ಇಂದಿನ ಇತಿಹಾಸಕ್ಕೆ ಸೇರಿಕೊಂಡಿರುವ ವಿಷಯ.
knm_08025_00444059410	ಆದ್ದರಿಂದ ಕಾಯನ್ನು ನೀರಿಗೆ ಹಾಕಿ ನೆನೆಸಿ ಉಪಯೋಗಿಸಲಾಗುತ್ತದೆ
knm_00811_01410592404	ಅಪಾಂನಪಾತ್ ಎಂಬ ದೇವತೆ ಅಗ್ನಿಯ ಒಂದು ರೂಪ
knm_05927_01426238314	ಇದು ಪ್ರತಿ ಗಂಟೆಗೆ ಇಪ್ಪತ್ತೇಳು ಸುತ್ತು ಹಾಕುತ್ತದೆ
knm_09877_00454611057	ಅಂತರಿಕ್ಷಸ್ಥಾನದ ದೇವತೆಗೆ ಪ್ರಧಾನವಾದ ಕರ್ಮ ವರ್ಷಕರ್ಮ.
knm_02352_01763326242	ದುರ್ಬಲವಾದ ಅಥವಾ ನಾಜೂಕು ರಚನೆಯ ನೀರುಗುರುತು ಮಾಡುವಿಕೆ
knm_02894_02006636124	ಕೆಲವು ಕಂಪೆನಿಗಳಿಗೆ ಕೆಲವು ಮಾರುಕಟ್ಟೆಗಳನ್ನು ಮೀಸಲಾಗಿಟ್ಟು ಆಡುತ್ತವೆ
knm_02894_00671093700	ಈ ದೇವತೆ ಜಲದೊಳಗೆ ಇರುತ್ತ ತೇಜಸ್ವಿಯಾಗಿದೆ.
knm_05927_01402627543	ಎರಡನೆಯ ಮಹಾಯುದ್ಧದ ಅನಂತರವೂ ಈ ಸಂಸ್ಥೆ ತನ್ನ ವಾರ್ಷಿಕ ಸಮ್ಮೇಳನಗಳಲ್ಲಿ ಮಹತ್ತರ ತೀರ್ಮಾನಗಳನ್ನು ಕೈಗೊಂಡು ಸೂಕ್ತ ಸಲಹೆಗಳನ್ನು ನೀಡುವುದು
knm_05927_01895054209	ಒಂದು ದೂರದರ್ಶನ ಪ್ರಸಾರ ವಾಹಿನಿಯಲ್ಲಿ ಪ್ರಸಾರಮಾಡಲ್ಪಟ್ಟ ವಿಡಿಯೋದ ಮೂಲೆಗೆ ತನ್ನ ಲಾಂಛನವನ್ನು ಸೇರ್ಪಡೆ ಮಾಡಿದಾಗ
knm_02352_00212106647	ತಮ್ಮ ಸೀಮಿತ ಪರಿಧಿಯಲ್ಲೆ ಅವುಗಳು ತಮ್ಮ ಶಕ್ತಿ ವಿನಿಮಯತೆಯನ್ನು ವಿಲೋಮ ಚತುಷ್ಬುಜ ನಿಯಮದಂತೆ ಮಾಡಿಕೊಳ್ಳುತ್ತವೆ.
knm_07524_00459916969	ಅಂಜು ಪ್ರಕಾರ ಇವರು ತಮ್ಮ ಮೇಲೆ ಅತ್ಯಂತ ಪ್ರಭಾವಬೀರಿದ ವ್ಯಕ್ತಿಯಾಗಿದ್ದಾರೆ
knm_00271_00815036635	ಇದೇ ವೇಳೆಯಲ್ಲಿ ಶಾಂತಿ ಚಳುವಳಿಯ ಅಂಗವಾಗಿ ರಷ್ಯಾದ ಮಹಿಳೆಯರು ಫೆಬ್ರವರಿಯ ಕೊನೆಯವಾರದಲ್ಲಿ ವಿಶ್ವ ಮಹಿಳಾ ದಿನವನ್ನು ಆಚರಿಸಿ ಗಮನಸೆಳೆದರು.
knm_00180_02045715086	ಆದರೆ ಇದರಿಂದ ಯಾವುದಕ್ಕೂ ತೊಂದರೆಯುಂಟಾಗಲಿಲ್ಲ.
knm_01114_01761067987	ವಾಯುಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ ಅಂತರಿಕ್ಷಯಾನ ಬಲಗಳು ಹಾಗು ರಾಚನಿಕ ನಮ್ಯತೆಯ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವದ ಪರಸ್ಪರ ಪರಿಣಾಮ
knm_06500_00272255880	ಗ್ರೀಕ್ ಬರೆವಣಿಗೆಯಲ್ಲಿ ಪದದ ಮೊದಲನೆಯ ಅಕ್ಷರವನ್ನು ಅದೇ ಅಂಕಿಯ ಸಂಕೇತವಾಗಿ ಬಳಸಲಾಗುತ್ತಿದ್ದಿತು.
knm_01114_00038868488	ಮೊದಲನೆಯ ಅಂತಾರಾಷ್ಟ್ರೀಯದಂತೆ ಇದರ ಕೇಂದ್ರ ಸಂಸ್ಥೆ ಅಷ್ಟೇನೂ ಶಕ್ತಿಯುತವಾಗಿರಲಿಲ್ಲ
knm_07221_01458454283	ಗಮ್ ಅರಾಬಿಕ್ ಇವುಗಳ ಪೈಕಿ ಒಂದು.
knm_02352_01815474485	ಆದರೆ ಈ ಸಮಯಕ್ಕೂ ಮೊದಲು ಇದು ಏಷ್ಯಾದಲ್ಲಿ ಪರಿಚಿತವಾಗಿತ್ತು.
knm_00417_01336423126	ಮುನ್ನೂರು ಗಜಗಳಲ್ಲಿ
knm_02352_01168104561	ಅಂತಾರಾಷ್ಟ್ರೀಯ ಪುನಾರರಚನೆ ಮತ್ತು ಅಭಿವೃದ್ಧಿ ಬ್ಯಾಂಕಿನ ಒಂದು ಉಪಸಂಸ್ಥೆ.
knm_07524_01724172329	ಅಲ್ಲದೇ ಒಂದು ಗಗನಯಾತ್ರೆಯ ಕಮಾಂಡರ್ ಮತ್ತೊಂದು ಗಗನಯಾತ್ರೆಯ ಕಮಾಂಡರ್ ಗೆ ನಿಲ್ದಾಣವನ್ನು ಅಧಿಕೃತವಾಗಿ ಒಪ್ಪಿಸಿದ ನಂತರ ಗಗನಯಾತ್ರೆಯನ್ನು ಪ್ರಾರಂಭಿಸಲಾಗುತ್ತದೆ.
knm_02533_00831675994	ಐವತ್ತು ಮೀಟರ್‍ಗಳಲ್ಲಿ
knm_01672_01676367613	ಮುಂದುವರಿಯುತ್ತಿರುವ ಹಾಗೂ ಹಿಂದುಳಿದ ರಾಷ್ಟ್ರಗಳ ಅಭಿವೃದ್ಧಿಯಾಗುತ್ತದೆ.
knm_00180_01156982105	ಅಂತರಿಕ್ಷಯಾನ ಇಲ್ಲಿ ಡಾಕ್ಟರೇಟ್ ಅತ್ಯುನ್ನತ ಪದವಿಯಾಗಿದೆ.
knm_05066_00205608243	ಇದು ಕನ್ನಡದ ಹೆಸರುವಾಸಿ ಕಾದಂಬರಿಗಾರ ಎಸ್ ಎಲ್ ಭೈರಪ್ಪನವರ ಒಂದು ಕಾದಂಬರಿ
knm_00378_01639824000	ಆದರೆ ಹತ್ತೊಂಬತ್ತು ನೂರ ಮೂವತ್ತನೆಯ ದಶಕದ ವಾತಾವರಣದಲ್ಲಿ ಬ್ಯಾಂಕು ಈ ನಿಟ್ಟಿನಲ್ಲಿ ಹೆಚ್ಚಿನ ಕಾರ್ಯಸಾಧನೆ ಮಾಡಲಾಗಲಿಲ್ಲ.
knm_07722_01076706968	ವಾಯುಬಲಶಾಸ್ತ್ರ
knm_05927_01560842584	ಸ್ವಯಂಚಾಲಿತ ಬಾಹ್ಯಾಕಾಶನೌಕೆಗಳನ್ನು ಅವುಗಳ ಒಂದು ಸಂವಹನಾ ಸಾಧನದೊಂದಿಗೆ ಸಿದ್ಧಪಡಿಸಲಾಗಿರುತ್ತದೆ
knm_04689_01048078044	ಆಗ ಸರಕು ಮತ್ತು ಸೇವೆಗಳಲ್ಲಿನ ವ್ಯಾಪಾರವು ಉತ್ಪಾದನೆಯ ಅಂಶಗಳೊಂದಿಗೆ ಪರ್ಯಾಯವಾಗಿ ಬಳಸಿಕೊಳ್ಳಲಾಗುತ್ತದೆ.
knm_04689_01539254044	ಟ್ರಯಲ್ ನಿಬಂಧನೆಗಳು ಒಂದು ಪರ್ಯಾಯ ನಿಯಮವನ್ನೂ ಪರಿಚಯಿಸಿದೆ
knm_08025_00849880455	ಮುಖ್ಯವಾಗಿ ಗಮನಿಸಬೇಕಾದ ಅಂಶವೆಂದರೆ ಗುರುತ್ವಾಕರ್ಷಣೆಯ ಅಂತಸ್ಥ ಶಕ್ತಿಯಲ್ಲಿ ಎತ್ತರವನ್ನು ಗಣನೆಗೆ ತೆಗೆದುಕೊಳ್ಳುವುದಿಲ್ಲ.
knm_06971_01808966747	ಇದು ಬಲು ಅಪರೂಪವಾದರೂ ಮಾರಕ ರೋಗ.
knm_00271_01506070737	ಎಂಟುನೂರು ಅಡಿಗಳಲ್ಲಿ
knm_09140_01396812616	ಕಚ್ಚಾ ಪದಾರ್ಥಗಳನ್ನು ರಫ್ತು ಮಾಡುವ ದೇಶವು ಸಂಪೂರ್ಣವಾಗಿ ಬರಿದಾಗುತ್ತದೆ.
knm_00574_01466037164	ಮುನ್ನೂರು ಗಜಗಳಲ್ಲಿ
knm_02894_00285911407	ಶರೀರದ ಭಾಗಗಳನ್ನು ಈ ರೀತಿ ಕಣ್ಣಿನಿಂದ ನೋಡಲು ಗ್ರೀಕ್ ವೈದ್ಯರಲ್ಲಿ ಪ್ರಾಶಸ್ತ್ಯವಿರಲಿಲ್ಲ.
knm_00271_01169656130	ಇದ್ದುವು ಎಂದೇ ಹೇಳಬಹುದು
knm_05066_01186659868	ಹಣ್ಣನ್ನು ಪೋಲ್ಟೀಸುಮಾಡಿ ಕೀವು ಬರುವ ಗಾಯಕ್ಕೆ ಕಟ್ಟುತ್ತಾರೆ
knm_00180_00935481948	ಇದರಿಂದ ಎರಡು ರೀತಿಯ ಲಾಭಗಳುಂಟು.
knm_07524_01938698920	ಜನಗಣತಿ ವಿಭಾಗದಿಂದ ಬಳಸಲ್ಪಡುವ ಅಂಶಗಳಲ್ಲಿ ಟಪಾಲಿನ ಪ್ರಮಾಣವು ಸೇರಿದೆ.
knm_04689_02070685254	ಅಮೇರಿಕ ಸಂಯುಕ್ತ ಸಂಸ್ಥಾನ
knm_07918_00424164120	ಹದಿನೈದನೆಯ ಶತಮಾನದಲ್ಲಿ ಮುಸಲ್ಮಾನರು ಇದನ್ನು ವಿಜಯನಗರದ ಅರಸರಿಂದ ವಶಪಡಿಸಿಕೊಂಡು ತಮ್ಮ ಬಂದರನ್ನಾಗಿ ಮಾಡಿಕೊಂಡರು.
knm_02894_01242800197	ಜಾಲಗಳ ಸರಹದ್ದುಗಳನ್ನು ದಾಟಿ ಮಾಹಿತಿ ಕಂತುಗಳನ್ನು ರವಾನಿಸುವುದು
knm_04526_00938026916	ಈ ಸಂಸ್ಥೆ ಸಾಧಾರಣವಾಗಿ ಚಿಲ್ಲರೆ ಉದ್ಯಮಗಳಿಗೆ ಸಹಾಯ ಮಾಡುವುದಿಲ್ಲ
knm_06971_00918313583	ಸಸ್ಯದ ಬೆಳೆವಣಿಗೆಗೆ ವಿವಿಧ ಹಂತದಲ್ಲಿ ಈ ರೀತಿಯ ಪರೀಕ್ಷೆಯಿಂದ
knm_06230_01309502049	ಈ ತತ್ತ್ವವನ್ನು ಭಾರತದಲ್ಲಿ ವ್ಯವಸಾಯ ಕ್ಷೇತ್ರದಲ್ಲಿ ಬಹಳವಾಗಿ ಉಪಯೋಗಿಸುತ್ತಾರೆ.
knm_08025_01272545352	ಮಿಕ್ಕ ಮೊಟ್ಟೆಗಳು ಭಾಗಗಳನ್ನು ಕಳೆದುಕೊಂಡರೂ ಪೂರ್ಣವಾಗಿ ಬೆಳೆಯುತ್ತವೆ.
knm_02894_01411078452	ಇದಕ್ಕಿಂತಲೂ ರಚನೆಯಲ್ಲಿ ಸ್ವಲ್ಪ ಸಂಕೀರ್ಣವಾದ ಮೊಟ್ಟೆಗಳೆಂದರೆ ಪಕ್ಷಿಗಳ ಮೊಟ್ಟೆಗಳು.
knm_06230_01476120583	ಹೊಕ್ಕುಳಿನ ಅಂಡವಾಯುಗಳು ವಿಶೇಷವಾಗಿ ಆಫ್ರಿಕಾದ ಮೂಲದ ಶಿಶುಗಳಲ್ಲಿ ಸಾಮಾನ್ಯವಾಗಿದ್ದು
knm_07722_01802698436	ಪಟ್ಟಣದ ಉತ್ತರಕ್ಕೆ 13 ಕಿಲೊಮೀಟರ್.
knm_04705_00993384498	ಆಹಾರವಾಗಲಿ
knm_02910_00784292628	ಈ ಯೋಜನೆಯನ್ನು ವ್ಯಾಪಕವಾಗಿ ಲಭ್ಯವಿರುವಂತೆ ಕಾರ್ಯರೂಪಕ್ಕೆ ತರುವ ಸಾಧ್ಯತೆಗಳಿಲ್ಲ ಎಂಬುದನ್ನು ಸದರಿ ವರದಿಯು ಸೂಚಿಸಿತು.
knm_01114_02102011204	ಪೂನ ಮತ್ತು ಮೈಸೂರಿನಲ್ಲಿ ಮೊದಲನೆಯ ಫಸಲಿನಲ್ಲಿ ಬರುವ ಹಣ್ಣು ರುಚಿಯಾಗಿರುವುದರಿಂದ ಮಾರುಕಟ್ಟೆಗೆ ಅನುಕೂಲ
knm_05066_00675443090	ಅಂಟು ಚಿತ್ರಣಗಳನ್ನು ಅಂತಹುದೇ ಚೌಕಟ್ಟನ್ನು ಹೊಂದಿದೆ
knm_04526_00803343894	ಕಾಗದದ ಎಲೆಯ ಅಲಂಕರಣ ಕಾರ್ಯಗಳನ್ನು ನಿರ್ಮಿಸಿದ ೨೦ ನೇ ಶತಮಾದ ಕಲಾವಿದರು
knm_00811_02073362312	ಸಾಮಾನ್ಯವಾಗಿ ನ್ಯಾಯಾಲಯವು ಗಡಿ ಬಳಕೆ ಹಾಗು ಸಾಗರದ ಮಾರ್ಗಗಳ ಉಪಯೋಗದ ಬಗ್ಗೆ ಸೂಕ್ತ ನಿರ್ಣಯ ತೆಗೆದುಕೊಳ್ಳುತ್ತದೆ
knm_09877_01172571928	ಅಲ್ಲದೇ ಇದನ್ನು ಸಿಬ್ಬಂದಿ ಸದಸ್ಯರುಗಳ ಉಪಯೋಗಿಸುತ್ತಾರೆ
knm_09140_01039243243	ತಾಲ್ಲೂಕಿನಲ್ಲಿ 86 ಗ್ರಾಮಗಳಿವೆ.
knm_00271_01477489971	ಸಂಚರಣೆ ಪುನರಾರಂಭವಾಗಿದೆ
knm_01402_00200731309	ನಂತರದ ದಿನಗಳಲ್ಲಿ ಆಸಕ್ತ ಖಾಸಗಿ ಸಂಸ್ಥೆಗಳು ಅಂತರ್ಜಾಲ ಸೇವೆಗಳನ್ನು ನೀಡುವ ಅನುಮತಿ ನೀಡಲಾಯಿತು.
knm_00378_00006271872	ಅಧಿಕ ವಿದ್ಯುತ್ ತೂಕದ ಅನುಪಾತ ಬೇಕು
knm_04689_01611787318	ಸ್ಥಿತಿಸ್ಥಾಪಕ ಅಂತಸ್ಥ ಶಕ್ತಿಯಲ್ಲಿ ಹೆಚ್ಚು ಎಣಿಕೆಗಳು ಒಳಗೊಂಡಿರಬಹುದು.
knm_02894_01355418342	ಕಾಲಕ್ರಮೇಣ ಅಗಲವು ಹೆಚ್ಚಾಗಿ ಈಗಿರುವ ರೂಪವನ್ನು ತಾಳುತ್ತದೆ.
knm_08025_00491244076	ಅಂಕವು ನಾಟಕದ ಒಂದು ವಿಭಾಗ ಅಥವಾ ಘಟಕ.
knm_07524_01523282065	ಸಂಜ್ಞೆಯಲ್ಲಿ ವಿರೋಧಾಭಾಸವುಂಟಾಗುವುದನ್ನು ಈ ಕ್ರಮದಿಂದ ತಡೆಗಟ್ಟಬಹುದು
knm_04526_01692644719	ಸಂಪನ್ಮೂಲಗಳ ಸದ್ಭಳಕೆ ದೇಶದಲ್ಲಿ ಲಭ್ಯವಿರುವ ಸಂಪನ್ಮೂಲಗಳನ್ನು ಅಪವ್ಯಯ ಮಾಡದಂತೆ ಗರಿಷ್ಠ ಪ್ರಮಾಣದಲ್ಲಿ ಉಪಯೋಗಿಸಿಕೊಳ್ಳಲು ಸಾಧ್ಯವಾಗುತ್ತದೆ
knm_05066_02039237126	ಅಂತಾರಾಷ್ಟ್ರೀಯ ವ್ಯಾಪಾರವಿಲ್ಲದಿದ್ದಲ್ಲಿ ನಷ್ಟ
knm_05066_01321307983	ಬೀಜಗಳು ನಿರ್ದಿಷ್ಟ ಪ್ರಮಾಣದಲ್ಲಿ ನೀರನ್ನು ಹೀರಿಕೊಂಡ ಮೇಲೇ ಇದು ಸಾಧ್ಯ.
knm_07524_01140826231	ಈ ಪದ್ದತಿಯಲ್ಲಿ ವ್ಯಾಜ್ಯದವರು ತಮಗೆ ಬೇಕಾದ ನ್ಯಾಯಾಧೀಶರನ್ನು ನಾಮಸೂಚಕ ಮಾಡಬಹುದು.
knm_00417_01624122597	ರ‍್ಯಾಂಪ್‌ನಲ್ಲಿ ಹೋಗಿ
knm_08025_01375917613	ಇದಕ್ಕೆ ಅಂಕೋತವೆಂಬ ಹೆಸರೂ ಇದೆ.ಅಲಾಂಜಿಯೇಸೀ ಕುಟುಂಬಕ್ಕೆ ಸೇರಿದ ಒಂದು ಹೂ ಬಿಡುವ ಸಸ್ಯ.
knm_08025_00665126965	ಅಂತರಿಕ್ಷಯಾನ ಇಂಜಿನಿಯರಿಂಗ್ ಬಗೆಗಿನ ಮೊದಲ ವ್ಯಾಖ್ಯಾನಿತ ನಿರೂಪಣೆಯು ಫೆಬ್ರವರಿ ಸಾವಿರದೊಂಬೈನೂರ ಐವತ್ತೆಂಟರಲ್ಲಿ ಕಂಡುಬಂದಿತು.
knm_02352_01361591867	ಇದರ ಮೇಲ್ಭಾಗವೇ ಅಂತರ್ಜಲ ಮಟ್ಟ.
knm_06230_01877123120	ಸುಬಾಲೋಪನಿಷತ್ತು ಸರ್ವಭೂತಾತ್ಮನಾದ ನಾರಾಯಣನು ಪೃಥ್ವಿ ಜಲ ಮುಂತಾದುವುಗಳನ್ನು ಶರೀರವನ್ನಾಗಿ ಹೊಂದಿರುತ್ತಾನೆ
knm_07221_00767931908	ಅಂತರರಾಷ್ಟ್ರೀಯ ರೆಡ್ ಕ್ರಾಸ್ ಸಂಸ್ಥೆಯು ಸ್ವಿಟ್ಜರ್ಲ್ಯಾಂಡ್ ದೇಶದ ಜಿನೀವ ನಗರದಲ್ಲಿ ಸ್ಥಿತವಾಗಿರುವ ಒಂದು ಜನಸೇವಾಪರ ಸಂಸ್ಥೆ.
knm_02894_00846222968	ನಿಲ್ದಾಣದ ಭಾರ 400 ಮೆಟ್ರಿಕ್ ಟನ್ ಗಳನ್ನು ಮೀರಿಸುತ್ತದೆ.
knm_07524_01395213456	ಇಂತಹ ಪರಾವಲಂಬನೆ ವಿಶೇಷವಾಗಿ ಯುದ್ಧ ಸಮಯದಲ್ಲಿ ಒಳಿತಲ್ಲ.
knm_07221_00995441674	ಸಮುದ್ರದಿಂದ ಸುತ್ತುವರಿಯಲ್ಪಟ್ಟಿದೆ
knm_02894_01054584762	ಚಳಿಗಾಲದ ತಳಿಯನ್ನು ಬೀಜಗಳು ಮೊಳೆಯುತ್ತಿರುವುದು
knm_00271_00227355364	ವೃತ್ತದಲ್ಲಿ, ಒಂದನೇ ನಿರ್ಗಮನವನ್ನು ತೆಗೆದುಕೊಳ್ಳಿ
knm_07524_00897223152	ಅನೇಕ ಜಪಾನೀ ಅಂತರ್ಜಾಲ ಸೇವಾದಾರರು (ಐ_letter ಎಸ್_letter ಪಿ_letter ) ಐ ಪಿ ದೂರವಾಣಿ ವ್ಯವಸ್ಥೆ ಸೇವೆಗಳನ್ನು ನೀಡುತ್ತಿದ್ದಾರೆ.
knm_08025_00443739772	ಸದರಿ ತಪಾಸಣಾ ಕಾರ್ಯಗಳ ಪ್ರಯೋಜನಗಳು ಹಾಗೂ ಮಿತಿಗಳನ್ನು ಅರ್ಥಮಾಡಿಕೊಳ್ಳಲು ಓರ್ವ ಅಂತಃಸ್ರಾವಶಾಸ್ತ್ರಜ್ಞನು ವ್ಯಾಪಕ ಅರಿವನ್ನು ಹೊಂದಿರುವುದು ಅಗತ್ಯ
knm_02910_01442882164	ಈ ಬಂಡವಾಳ 2 ಲಕ್ಷ ಷೇರುಗಳಾಗಿ ಭಾಗಿಸಲ್ಪಟ್ಟು ಹಂಚಲಾಗುತ್ತದೆ
knm_01114_02025821118	ಸಂವಹನದ ಕೆಲ ಉದಾಹರಣೆಗಳೆಂದರೆ ಚಾಟ್ ಬಾಕ್ಸ್
knm_05927_00299068737	ಕ್ರಿಕೆಟ್ ಚೆಂಡಿನ ಗಾತ್ರವಿರುತ್ತದೆ.
knm_04705_00076741303	ಆದರೆ ಈ ಘಟಕವನ್ನು ಸದ್ಯ ರದ್ದುಪಡಿಸಲಾಗಿದೆ.
